130,Shaboozey,Tall Boy,track,"Cowboys Live Forever, Outlaws Never Die",14,2022-10-07
131,Harry Styles,Keep Driving,track,Harry's House,13,2022-05-20
132,Alesso,Words (feat. Zara Larsson),track,Words (feat. Zara Larsson),1,2022-04-22
133,Taylor Swift,Mastermind,track,Midnights,13,2022-10-21
134,Connor Price,SPLAT,track,SPLAT,1,2022-05-20
135,Kenshi Yonezu,KICK BACK,track,KICK BACK,1,2022-10-12
136,Sadie Jean,Locksmith,track,Locksmith,1,2022-10-07
137,The Weeknd,Less Than Zero,track,Dawn FM,16,2022-01-06
138,Sabrina Carpenter,Already Over,track,emails i can't send,13,2022-07-15
139,Sabrina Carpenter,Fast Times,track,emails i can't send,13,2022-07-15
140,mgk,maybe (feat. Bring Me The Horizon),track,mainstream sellout,16,2022-03-25
141,Drake,Circo Loco,track,Her Loss,16,2022-11-04
142,Imanbek,Belly Dancer,track,Belly Dancer,1,2022-02-18
143,Imagine Dragons,Bones,track,Bones,1,2022-03-11
144,Drake,Sticky,track,"Honestly, Nevermind",14,2022-06-17
145,Manuel Turizo,La Bachata,track,La Bachata,1,2022-05-26
146,Tyler Hubbard,5 Foot 9,track,5 Foot 9,1,2022-05-20
147,Feid,Ferxxo 100,track,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,15,2022-09-14
148,Alec Benjamin,Devil Doesn’t Bargain,track,(Un)Commentary,13,2022-04-15
149,Megan Moroney,Tennessee Orange,track,Tennessee Orange,1,2022-09-02
150,Ethel Cain,Strangers,track,Preacher’s Daughter,13,2022-05-12
151,Big Thief,Simulation Swarm,track,Dragon New Warm Mountain I Believe In You,20,2022-02-11
152,Bryan Martin,More Than The Shine,track,Self Inflicted Scars,12,2022-04-29
153,Dean Lewis,How Do I Say Goodbye,track,The Hardest Love,10,2022-11-04
154,Macabre Plaza,A Bird's Last Look,track,Out With the Old in With the Taboo,5,2022-04-21
155,Pharrell Williams,Cash In Cash Out,track,Cash In Cash Out,1,2022-06-10
156,SZA,Seek & Destroy,track,SOS,23,2022-12-09
157,Ray LaMontagne,I Was Born To Love You,track,I Was Born To Love You,1,2022-08-04
158,Harry Styles,Daylight,track,Harry's House,13,2022-05-20
159,James Hype,Ferrari,track,Ferrari,1,2022-04-01
160,Tiësto,10:35,track,10:35,1,2022-11-03
161,Tate McRae,feel like shit,track,i used to think i could fly,13,2022-05-27
162,JID,Dance Now (feat. Kenny Mason),track,The Forever Story (Extended Version),16,2022-10-31
163,David Kushner,Burn,track,Footprints I Found,7,2022-09-16
164,Nicki Minaj,Super Freaky Girl,track,Queen Radio: Volume 1,28,2022-08-26
165,PinkPantheress,Boy's a Liar,track,Boy's a liar,2,2022-11-30
166,Dove Cameron,Boyfriend,track,Boyfriend,1,2022-02-11
167,Benson Boone,ROOM FOR 2,track,ROOM FOR 2,1,2022-02-18
168,Noah Kahan,Strawberry Wine,track,Stick Season,14,2022-10-14
169,Orion Sun,dirty dancer,track,dirty dancer,1,2022-02-08
170,NewJeans,Hurt,track,NewJeans 1st EP 'New Jeans',4,2022-08-01
171,charlieonnafriday,After Hours,track,ONNAFRIDAY,8,2022-04-29
172,Rex Orange County,THE SHADE,track,WHO CARES?,11,2022-03-11
173,Harry Styles,Music For a Sushi Restaurant,track,Harry's House,13,2022-05-20
174,Chri$tian Gate$,Dangerous State of Mind,track,Dangerous State of Mind,1,2022-07-08
175,beabadoobee,Sunny day,track,Beatopia,14,2022-07-15
176,Stray Kids,MANIAC,track,ODDINARY,7,2022-03-18
177,Kyle Hume,Fine,track,Fine,1,2022-09-16
178,Russ,HANDSOMER (Remix) (Feat. Ktlyn),track,HANDSOMER (Remix) (Feat. Ktlyn),1,2022-03-09
179,Cigarettes After Sex,Pistol,track,Pistol,1,2022-11-15
180,Drake,Jumbotron Shit Poppin,track,Her Loss,16,2022-11-04
181,SZA,2AM,track,Ctrl (Deluxe),21,2022-06-09
182,David Kushner,Miserable Man,track,Footprints I Found,7,2022-09-16
183,Memphis May Fire,Misery,track,Remade In Misery,11,2022-06-03
184,Sabrina Carpenter,Tornado Warnings,track,emails i can't send,13,2022-07-15
185,Nicki Minaj,Super Freaky Girl,track,Super Freaky Girl,1,2022-08-12
186,David Guetta,Crazy What Love Can Do,track,Crazy What Love Can Do,1,2022-04-08
187,Drake,Major Distribution,track,Her Loss,16,2022-11-04
188,JVKE,this is what heartbreak feels like,track,this is what ____ feels like (Vol. 1-4),12,2022-09-23
189,Ryan Mack,Wish You the Worst,track,Wish You the Worst,1,2022-05-18
190,Felix Jaehn,Call It Love,track,Call It Love,1,2022-09-16
191,SZA,Far,track,SOS,23,2022-12-09
192,We Came As Romans,Black Hole,track,Darkbloom,10,2022-10-14
193,Dean Lewis,How Do I Say Goodbye,track,How Do I Say Goodbye,1,2022-08-31
194,SZA,F2F,track,SOS,23,2022-12-09
195,NewJeans,Cookie,track,NewJeans 1st EP 'New Jeans',4,2022-08-01
196,Nate Smith,Whiskey On You,track,Whiskey On You,1,2022-05-06
197,Emei,Better People To Leave On Read,track,Better People To Leave On Read,1,2022-01-26
198,Lil Wayne,Twist Made Me,track,Sorry 4 The Wait,16,2022-01-14
199,Nessa Barrett,die first,track,young forever,13,2022-10-14
200,Noah Kahan,Stick Season,track,Stick Season,1,2022-07-08
201,Drake,Broke Boys,track,Her Loss,16,2022-11-04
202,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),track,CHARLIE,12,2022-10-06
203,LECADE,Painkillers,track,Painkillers,1,2022-12-02
204,Sean Paul,I'm Still in Love with You (feat. Sasha),track,Dutty Rock (20th Anniversary),21,2022-11-11
205,Leith Ross,We'll Never Have Sex,track,We'll Never Have Sex,1,2022-03-25
206,Omar Apollo,Invincible (feat. Daniel Caesar),track,Ivory,16,2022-04-08
207,Post Malone,One Right Now (with The Weeknd),track,Twelve Carat Toothache,14,2022-06-03
208,Imagine Dragons,Sharks,track,Mercury - Acts 1 & 2,32,2022-07-01
209,Taylor Swift,"Would've, Could've, Should've",track,Midnights (3am Edition),20,2022-10-22
210,Lizzo,About Damn Time,track,Special,12,2022-07-15
211,Harry Styles,Love Of My Life,track,Harry's House,13,2022-05-20
212,LE SSERAFIM,Sour Grapes,track,FEARLESS,5,2022-05-02
213,Shaboozey,All Men Die (Freestyle),track,"Cowboys Live Forever, Outlaws Never Die",14,2022-10-07
214,Marshmello,Bye Bye,track,Bye Bye,1,2022-10-14
215,BTS,Run BTS,track,Proof,35,2022-06-10
216,d4vd,Take Me To The Sun,track,Take Me To The Sun,1,2022-05-09
217,Lainey Wilson,Atta Girl,track,Bell Bottom Country,16,2022-11-28
218,Noah Kahan,Come Over,track,Stick Season,14,2022-10-14
219,Tate McRae,chaotic,track,i used to think i could fly,13,2022-05-27
220,SZA,Used (feat. Don Toliver),track,SOS,23,2022-12-09
221,Vwillz,Falling Slowly,track,Falling Slowly,1,2022-02-25
222,SZA,Gone Girl,track,SOS,23,2022-12-09
223,Taylor Swift,The Great War,track,Midnights (3am Edition),20,2022-10-22
224,Chandler Leighton,When You Say My Name,track,When You Say My Name,1,2022-03-10
225,Lizzy McAlpine,hate to be lame,track,five seconds flat,14,2022-04-08
226,MUNA,Silk Chiffon,track,MUNA,11,2022-06-24
227,Nathan Dawe,21 Reasons (feat. Ella Henderson),track,21 Reasons (feat. Ella Henderson),1,2022-04-29
228,Matt Schuster,Vienna,track,Vienna,1,2022-04-04
229,BTS,Butter,track,Proof,35,2022-06-10
230,BLACKPINK,Pink Venom,track,BORN PINK,8,2022-09-15
231,Post Malone,Wrapped Around Your Finger,track,Twelve Carat Toothache,14,2022-06-03
232,The Weeknd,Sacrifice,track,Dawn FM,16,2022-01-06
233,Koe Wetzel,Cabo,track,Hell Paso,13,2022-09-16
234,Lil Wayne,Sorry 4 The Wait,track,Sorry 4 The Wait,16,2022-01-14
235,ROSALÍA,LA FAMA,track,MOTOMAMI,16,2022-03-18
236,Tyler Hubbard,Dancin’ In The Country,track,Dancin' In The Country,6,2022-08-19
237,Mau y Ricky,Llorar y Llorar - con Carin Leon,track,Llorar y Llorar (con Carin Leon),1,2022-05-31
238,Lainey Wilson,Weak-End,track,Bell Bottom Country,16,2022-11-28
239,Vance Joy,Missing Piece,track,In Our Own Sweet Time,12,2022-06-10
240,Sub Urban,INFERNO,track,HIVE,10,2022-06-03
241,The Weeknd,Take My Breath,track,Dawn FM,16,2022-01-06
242,NAYEON,POP!,track,IM NAYEON,7,2022-06-24
243,beabadoobee,You’re here that’s the thing,track,Beatopia,14,2022-07-15
244,Charlie Puth,Light Switch,track,CHARLIE,12,2022-10-06
245,Jack Harlow,Churchill Downs (feat. Drake),track,Come Home The Kids Miss You,15,2022-05-06
246,Danny Ocean,Fuera del mercado,track,@dannocean,16,2022-02-17
247,Lainey Wilson,Wildflowers and Wild Horses,track,Bell Bottom Country,16,2022-11-28
248,SZA,Used (feat. Don Toliver),track,SOS,23,2022-12-08
249,Koe Wetzel,Creeps,track,Hell Paso,13,2022-09-16
250,Genevieve Stokes,Habits,track,Habits - Demo,2,2022-09-16
251,Rauw Alejandro,MUSEO,track,TRAP CAKE VOL. 2,9,2022-02-25
252,Harry Styles,Grapejuice,track,Harry's House,13,2022-05-20
253,RAYE,Escapism. - Sped Up,track,Escapism.,4,2022-12-07
254,RAYE,Escapism.,track,Escapism.,4,2022-12-07
255,Sebastian Yatra,Pareja Del Año,track,Dharma,17,2022-01-28
256,Shaboozey,Beverly Hills,track,"Cowboys Live Forever, Outlaws Never Die",14,2022-10-07
257,IVE,After LIKE,track,After LIKE,2,2022-08-22
258,Feid,Prohibidox,track,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,15,2022-09-14
259,Sabrina Carpenter,decode,track,emails i can't send,13,2022-07-15
260,Beyoncé,BREAK MY SOUL,track,RENAISSANCE,16,2022-07-29
261,Drake,More M’s,track,Her Loss,16,2022-11-04
262,Beyoncé,ALIEN SUPERSTAR,track,RENAISSANCE,16,2022-07-29
263,Taylor Swift,Snow On The Beach (feat. Lana Del Rey),track,Midnights,13,2022-10-21
264,Gucci Mane,Rumors (feat. Lil Durk),track,So Icy Gang: The ReUp,32,2022-06-17
265,SZA,SOS,track,SOS,23,2022-12-09
266,mgk,ay! (feat. Lil Wayne),track,mainstream sellout,16,2022-03-25
267,BLACKPINK,Typa Girl,track,BORN PINK,8,2022-09-16
268,Jeremih,All The Time (feat. Lil Wayne & Natasha Mosley),track,Late Nights With Jeremih,16,2022-03-11
269,Shawn Mendes,When You're Gone,track,When You're Gone,1,2022-03-31
270,The Weeknd,Gasoline,track,Dawn FM,16,2022-01-06
271,Beyoncé,ENERGY (feat. Beam),track,RENAISSANCE,16,2022-07-29
272,BLACKPINK,Shut Down,track,BORN PINK,8,2022-09-15
273,Becky G,MAMIII,track,MAMIII,1,2022-02-10
274,Ethel Cain,Sun Bleached Flies,track,Preacher’s Daughter,13,2022-05-12
275,charlieonnafriday,Enough,track,Enough,2,2022-08-05
276,Stray Kids,CASE 143,track,MAXIDENT,8,2022-10-07
277,Nessa Barrett,dying on the inside,track,dying on the inside,1,2022-02-25
278,Alex Warren,Chasing Shadows,track,Chasing Shadows,2,2022-12-02
279,SZA,Shirt,track,Shirt,1,2022-10-28
280,The 1975,I'm In Love With You,track,Being Funny In A Foreign Language,11,2022-10-14
281,ENHYPEN,Polaroid Love,track,DIMENSION : ANSWER,11,2022-01-10
282,Paris Paloma,It's Called: Freefall,track,It's Called: Freefall,1,2022-07-22
283,IVE,LOVE DIVE,track,LOVE DIVE,2,2022-04-05
284,Corey Kent,Wild as Her,track,Wild as Her,1,2022-03-04
285,SZA,Conceited,track,SOS,23,2022-12-09
286,SZA,Notice Me,track,SOS,23,2022-12-09
287,SZA,Smoking on my Ex Pack,track,SOS,23,2022-12-09
288,Kid Cudi,love.,track,The Boy Who Flew To The Moon (Vol. 1),18,2022-07-08
289,Dylan Conrique,birthday cake,track,birthday cake,1,2022-02-02
290,Beyoncé,AMERICA HAS A PROBLEM,track,RENAISSANCE,16,2022-07-29
291,Megan Moroney,Hair Salon,track,Pistol Made of Roses,6,2022-07-15
292,VOILÀ,Drinking with Cupid,track,Happy Never After,21,2022-10-07
293,girl in red,October Passed Me By,track,October Passed Me By,1,2022-10-14
294,Lil Durk,What Happened To Virgil (feat. Gunna),track,7220,17,2022-03-11
295,Harry Styles,Daydreaming,track,Harry's House,13,2022-05-20
296,Drake,Massive,track,"Honestly, Nevermind",14,2022-06-17
297,Ryan Mack,Forever and Ever and Always,track,Forever and Ever and Always,1,2022-12-02
298,Harry Styles,Cinema,track,Harry's House,13,2022-05-20
299,Imagine Dragons,Follow You,track,Mercury - Acts 1 & 2,32,2022-07-01
300,Alicia Keys,Trillions (feat. Brent Faiyaz),track,KEYS II,30,2022-08-12
301,Drake,I Guess It’s Fuck Me,track,Her Loss,16,2022-11-04
302,Ryan Mack,Only Human,track,Only Human,1,2022-02-15
303,Romeo Santos,Solo Conmigo,track,"Fórmula, Vol. 3",21,2022-09-01
304,Zach Top,In a World Gone Wrong,track,Zach Top,8,2022-05-13
305,Tory Lanez,Sorry 4 What? // LV BELT,track,Sorry 4 What,20,2022-09-30
306,Megan Thee Stallion,Sweetest Pie,track,Sweetest Pie,1,2022-03-11
307,Camila Cabello,Bam Bam (feat. Ed Sheeran),track,Familia,12,2022-04-07
308,Drake,BackOutsideBoyz,track,Her Loss,16,2022-11-04
309,George Ezra,Green Green Grass,track,Gold Rush Kid,12,2022-06-10
310,Sabrina Carpenter,bet u wanna,track,emails i can't send,13,2022-07-15
311,JID,Raydar,track,The Forever Story (Extended Version),16,2022-10-31
312,Stephen Dawes,Teenage Dream,track,Teenage Dream,2,2022-06-02
313,DaBaby,Bestie,track,BETTER THAN YOU,12,2022-03-04
314,Gucci Mane,Rumors (feat. Lil Durk),track,Rumors (feat. Lil Durk),1,2022-01-25
315,Taylor Swift,Question...?,track,Midnights,13,2022-10-21
316,Bailey Zimmerman,Never Leave,track,Leave The Light On,9,2022-10-14
317,Megan Thee Stallion,Sweetest Pie,track,Traumazine,18,2022-08-12
318,A Day To Remember,Miracle,track,Miracle,1,2022-07-21
319,Taylor Swift,Paris,track,Midnights (3am Edition),20,2022-10-22
320,Hueston,Joy Ride,track,Joy Ride,1,2022-11-07
321,Emei,That Girl,track,That Girl,1,2022-07-13
322,Beyoncé,HEATED,track,RENAISSANCE,16,2022-07-29
323,Matisse,Como Lo Hice Yo,track,Así de Enamorados,8,2022-05-27
324,(G)I-DLE,TOMBOY,track,I NEVER DIE,8,2022-03-14
325,Jay Webb,Yee-Haw,track,Yee-Haw,1,2022-05-06
326,Jax Jones,Where Did You Go? (feat. MNEK),track,Where Did You Go (feat. MNEK),1,2022-02-04
327,Jackson Dean,Don't Come Lookin',track,Greenbroke,10,2022-03-11
328,Diddy,I'll Be Missing You,track,BAD BOY CELEBRATES DIDDY: The Artist,16,2022-06-24
329,(G)I-DLE,Nxde,track,I love,6,2022-10-17
330,Charli xcx,Good Ones,track,CRASH,12,2022-03-18
331,Ethel Cain,A House In Nebraska,track,Preacher’s Daughter,13,2022-05-12
332,beabadoobee,Talk,track,Beatopia,14,2022-07-15
333,Wild Rivers,Neon Stars,track,Sidelines,10,2022-02-04
334,Lauren Spencer Smith,Flowers,track,Flowers,1,2022-04-14
335,Meghan Trainor,Bad For Me (feat. Teddy Swims),track,Takin' It Back,16,2022-10-21
336,Lojay,Monalisa,track,Monalisa,1,2022-05-19
337,Taylor Swift,This Love (Taylor’s Version),track,This Love (Taylor’s Version),2,2022-05-06
338,Taylor Swift,"Would've, Could've, Should've",track,Midnights (3am Edition),20,2022-10-21
339,Josh Ross,On A Different Night,track,On A Different Night,1,2022-07-15
340,Swedish House Mafia,Moth To A Flame (with The Weeknd),track,Moth To A Flame,2,2022-01-03
341,Camila Cabello,Bam Bam (feat. Ed Sheeran),track,Bam Bam (feat. Ed Sheeran),1,2022-03-04
342,Sebastian Yatra,Tacones Rojos,track,Dharma,17,2022-01-28
343,Warren Zeiders,Dark Night - 717 Tapes,track,717 Tapes the Album,15,2022-09-30
344,Jax,Victoria's Secret,track,Victoria’s Secret,2,2022-06-30
345,Rex Orange County,AMAZING,track,WHO CARES?,11,2022-03-11
346,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),track,Left and Right (Feat. Jung Kook of BTS),1,2022-06-24
347,Lizzy McAlpine,reckless driving,track,five seconds flat,14,2022-04-08
348,AURORA,Cure For Me,track,The Gods We Can Touch,15,2022-01-21
349,Riley Green,I Hope She's Drinkin' Tonight,track,I Hope She’s Drinkin' Tonight / Get Back Home,2,2022-07-22
350,JID,Kody Blu 31,track,The Forever Story (Extended Version),16,2022-10-31
351,Charli xcx,Hot Girl (Bodies Bodies Bodies),track,Hot Girl (Bodies Bodies Bodies),1,2022-07-27
352,Beyoncé,I'M THAT GIRL,track,RENAISSANCE,16,2022-07-29
353,Parker McCollum,Handle On You,track,Handle On You,1,2022-08-05
354,Taylor Swift,Mastermind,track,Midnights (3am Edition),20,2022-10-22
355,mazie,dumb dumb - sped up,track,the rainbow cassette (bonus),9,2022-09-28
356,SEVENTEEN,HOT,track,SEVENTEEN 4th Album 'Face the Sun',9,2022-05-27
357,Kim Petras,XXX,track,Slut Pop,7,2022-02-11
358,Dove Cameron,Breakfast,track,Breakfast,1,2022-06-24
359,Kameron Marlowe,Girl On Fire,track,We Were Cowboys,16,2022-08-26
360,Tyga,Sunshine,track,Sunshine,1,2022-08-12
361,mgk,roll the windows up,track,lockdown sessions,3,2022-03-02
362,JID,Stars (feat. Yasiin Bey),track,The Forever Story (Extended Version),16,2022-10-31
363,Conan Gray,Disaster,track,Superache,12,2022-06-24
364,Jamie Miller,It Is What It Is,track,Broken Memories,6,2022-04-29
365,Kate Bollinger,Yards / Gardens,track,Look at it in the Light,6,2022-04-22
